#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,#,#,#,.,.,#,#,#,.,.,#,#,.,#,.,#,#,#,#,#,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.
#,.,.,#,#,.,.,.,#,#,#,#,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,#,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,#,#,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,#,.,.,#,#,#,#,#,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.
#,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,#,#,.,.,.,.,.,#,.,.,.,.,#,.,#,#,#,#,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,#,#,.,#,.,#,.,#,#,.,.,#,.,.,#,#,#,#,.,#,.,#,.,#,#,.,#,.,#,#,#,.,.,.,.,.,#,#,.,.,.,.,#,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,#,#,#,#,.,#,#,.,.,#,.,#,#,.,#,#,.,#,.,.,#,#,#,#,.,#,.,#,.
#,.,.,.,#,#,#,.,.,#,#,#,#,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,#,#,.,#,.,#,#,#,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,#,#,#,#,.,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#
.,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,#,#,#,.,#,.,#,#,.,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,#,#,.,#,.,#,#,#,.,.,.,#,#,.,.,#
#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,#,#,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.
.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.
.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,.,#,#,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,#,#,.,.,#,#,#,#,#,.,.,#,.,.,.,#,#,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,#,#,#,#,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.
#,.,.,.,.,.,#,#,.,#,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,#,.,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#,.,.,#,#,.
#,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,.,.,#,#,#,.,.,#,.,#,.,.,#,#,#,.,.,#,.,.,.,.,#,#,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,#
#,.,.,.,#,.,#,#,#,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,#,.,#,#,.,#,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.
#,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,#,#,#,#,.,#,.,.,.,#,#,#,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.
.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,#,.,.,.,.,.,.,#,#,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,#,#,#,.,#,#,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,#,.,#,#,#,.,.,#,#,#,.,.,#,#,#,.,.,.,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,.,#,#,.,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,#,#,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,#,#,#,#,#,.
.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,#,#,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#
.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,#,.,.,.,#,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,#,#,.,#,#,#,#,.,#,.,#,#,.,.,#,.,#,#,.,#,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,#,.,#
#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.
.,.,#,#,.,.,.,#,#,#,.,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,#,#,#
#,.,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,#,#,#,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,#,.,#,#,#,.,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,.
.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,#,#,#,.,.,.,#,#,#,.,#,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,#,#,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,.,.,#,.,#,.
.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,#
#,#,#,.,#,#,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,#,.,.,#,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#
.,.,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,.,#,#,.,#,#,#,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.
.,#,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,#,#,.,#,#,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,#,#,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#
.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.
#,.,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,#,#,#,#,#,#,#,#,.,.,.,.,#,#,.,.,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,.,#
#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,#,#,#,#,.,#,#,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,#,#,#,.,#,#,.,.,.,#,.,.,#,#,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,#,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,#,#,.,#,#,#
.,.,#,.,.,.,#,.,.,.,#,#,.,.,#,#,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,#,#,.,#,#,#,#,.,#,.,.,#,.,#,#,#,#,.,.,.,.,.,.,#
