#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,#,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,#,#,.,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,#,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,#,.,.,.,.,.,.,.,#,.,.,#,.,#,#,#,#,.,.,#,#,.,.,#,.,#,.,#,#,#,.,.,.,.,.,.,.,#,#,#,#,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.
.,#,#,#,.,.,#,#,.,#,#,#,#,.,.,#,.,.,.,.,#,.,.,#,#,#,.,#,#,.,#,#,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,#,#,.,#,.,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,#,.,#,.,.,.,#,#,#,#,#,.,.,.,.,.,.,.,#,.,#,#,#,.,.,.,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,#,#,#,.,.,.,.,#,#,.,.,.,.,#,.,#,#,.,#,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,#,#,#,.,.,.,.,#,.,.,#,.,#,#,.,#,.,.,#,.,.,#,#
.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,#,.,#,#,.,#,#,.,.,#,.,.,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,.,.,#,#,#,#,#,.,#,.,.,.,.,.,#,#,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,.,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.
.,#,#,#,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,#,.,#,#,.,#,#,#,.,.,.,#,.,#,#,#,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,#,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.
.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,.,#,.,#,.,.,.,.,#,#,#,#,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,#,.,#,#,.,#,.,.,.,#,#,.,#,#,.,#,.,#,#,.,.,.,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.
.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,#,.,.,#,#,#,#,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,#,#,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,#,#,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#
.,#,.,.,#,#,.,.,#,.,.,#,#,.,#,.,#,.,#,#,.,.,#,#,.,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,#,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,.,.,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#
#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,#,#,#,#,.,.,.,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,.,#,.,#,#,.,#,#,.,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,#,.,#,#,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,#,.,.,#,#,.,#,#,.,#,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,#,#,.,#,.,#,.,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,#,#,#,#,#,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,#,#,.,#,#,.,#,.,.,#
.,#,.,#,.,#,#,.,.,#,#,#,#,#,.,.,.,#,.,.,.,#,.,#,#,.,.,#,#,#,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,#,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,#,#
.,.,#,.,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,#,.,#,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,#,#,#,#,.,.,#,.,.,#,.,.,#,#,#,#,.,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,#,#,#,#,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,#,.,#,.
#,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,#,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,#,#,#,.,.,#,#,#,.,.,#,#,.,#,.,#,#,#,#,#,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,.,.
#,.,.,#,#,.,.,.,#,#,#,#,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,#,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,#,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,#,#,#,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,#,.,.,#,#,#,#,#,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,#,#,.,#,#,#,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,#,.,.,.,.,#,#,.,#,#,#
#,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,#,#,.,.,.,.,.,#,.,.,.,.,#,.,#,#,#,#,#,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,.,.,.,#,#,#,.,#,.,#,.,#,#,.,.,#,.,.,#,#,#,#,.,#,.,#,.,#,#,.,#,.,#,#,#,.,.,.,.,.,#,#,.,.,.,.,#,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,#,#,#,#,.,#,#,.,.,#,.,#,#,.,#,#,.,#,.,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,#,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,#,.,.,.
#,.,.,.,#,#,#,.,.,#,#,#,#,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,#,#,.,#,.,#,#,#,#,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,#,#,#,#,.,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.,.,#,#
.,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,#,#,#,.,#,.,#,#,.,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,#,#,.,#,.,#,#,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,#,#,.,#,.
#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,#,#,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,#,#,#,#,.,.,.,#,.,.
.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,.,.,#,#,.,.,.,#,#,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,#
.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,#,.,.,.,#,#,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,#,#,.,.,#,#,#,#,#,.,.,#,.,.,.,#,#,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,#,#,#,#,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,#,.,.,.,.,#,#,.,.,#,#,#,.,.,#,.,#,.,#,#,.,#,#,#,.,#,#,.,.,.
#,.,.,.,.,.,#,#,.,#,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,#,.,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,#,#,.,#,.,#,#,#,#,.,.,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,#,.,#
#,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,.,.,#,#,#,.,.,#,.,#,.,.,#,#,#,.,.,#,.,.,.,.,#,#,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.
#,.,.,.,#,.,#,#,#,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,#,.,#,#,.,#,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.
#,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,#,#,#,#,.,#,.,.,.,#,#,#,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,.,.,#,.,#,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,.,#,.
